EBELN,EBELP,MATNR,MAKTX,LIFNR,PROGRAM,CRITICALITY,MENGE,MEINS,NETPR,NETWR,WAERS,EINDT,BEDAT,ACTUAL_DELIVERY,DELAY_DAYS,PAD_ANOMALY,STATUS
45104356,00010,NSN-8359-668573,Rad-hard memory array,100032,EGS-Ground,Critical,6,SET,6783793.9,40702763.39,USD,2026-08-22,2026-02-13,2026-08-22,0,,Open
45104357,00010,NSN-4438-950083,Heat-pipe radiator panel,100027,Moon-Base,Routine,13,EA,532322.92,6920198.02,USD,2026-02-06,2026-01-20,2026-02-06,0,,Delivered
45104358,00010,NSN-6527-950941,Telemetry decoder,100043,EGS-Ground,Routine,39,EA,430267.29,16780424.25,USD,2026-05-07,2026-04-23,2026-05-07,0,,Delivered
45104359,00010,NSN-9276-267112,Combustion chamber liner,100070,Moon-Base,Essential,8,EA,2276141.88,18209135.05,USD,2026-06-18,2026-01-21,2026-06-18,0,,Open
45104360,00010,NSN-6826-427617,Cryo transfer line,100070,EGS-Ground,Essential,11,SET,389295.14,4282246.56,USD,2026-04-28,2026-02-22,2026-06-14,47,,Open-Late
45104361,00010,NSN-2901-971699,Combustion chamber liner,100021,Gateway,Routine,6,LOT,670532.98,4023197.87,USD,2026-05-23,2026-04-27,2026-05-23,0,,Delivered
45104362,00010,NSN-5764-578073,Power distribution unit,100020,Moon-Base,Routine,37,SET,241530.05,8936611.78,USD,2026-04-02,2026-02-27,2026-04-02,0,,Delivered
45104363,00010,NSN-9508-579187,Pad water deluge nozzle,100036,Artemis-3,Critical,1,LOT,1251615.24,1251615.24,USD,2027-04-29,2026-04-11,2027-08-16,109,,Open-Late
45104364,00010,NSN-5078-503489,Turbopump impeller,100115,Moon-Base,Routine,37,EA,414487.26,15336028.56,USD,2026-04-21,2026-02-26,2026-04-21,0,,Delivered
45104365,00010,NSN-7802-882351,Titanium thrust bracket,100041,Gateway,Critical,10,EA,7861236.36,78612363.59,USD,2026-11-21,2025-10-02,2026-11-21,0,,Open
45104366,00010,NSN-7367-575679,Al-Li dome gore,100013,Moon-Base,Essential,29,EA,2471979.24,71687398.0,USD,2026-05-18,2025-12-17,2026-05-18,0,,Delivered
45104367,00010,NSN-3923-776838,Telemetry decoder,100082,SR1-Freedom,Essential,20,EA,2455203.86,49104077.28,USD,2026-08-31,2026-03-29,2026-08-31,0,,Open
45104368,00010,NSN-8978-184643,RAD-hard FPGA board,100050,EGS-Ground,Critical,26,SET,7595562.33,197484620.62,USD,2026-08-01,2026-01-02,2026-08-01,0,,Open
45104369,00010,NSN-4113-877493,Heat-pipe radiator panel,100103,Moon-Base,Critical,30,EA,2935005.59,88050167.68,USD,2026-11-17,2025-11-17,2026-11-17,0,,Open
45104370,00010,NSN-4757-359414,Power distribution unit,100038,Moon-Base,Routine,30,EA,26476.83,794305.03,USD,2026-05-31,2026-05-16,2026-05-31,0,,Delivered
45104371,00010,NSN-5945-106887,Composite interstage panel,100039,Artemis-3,Essential,18,LOT,2798941.99,50380955.8,USD,2026-07-04,2026-03-27,2026-07-04,0,,Open
45104372,00010,NSN-5105-253541,Power distribution unit,100024,SR1-Freedom,Routine,10,SET,251399.93,2513999.29,USD,2026-05-28,2026-04-03,2026-11-16,172,X,Open-Late
45104373,00010,NSN-9586-648141,Cryo transfer line,100066,Gateway,Essential,21,LOT,2304242.36,48389089.51,USD,2026-10-01,2026-05-14,2026-10-19,18,,Open-Late
45104374,00010,NSN-1083-538065,Al-Li dome gore,100061,SR1-Freedom,Routine,11,SET,348068.09,3828749.0,USD,2026-07-08,2026-05-16,2026-07-08,0,,Open
45104375,00010,NSN-9022-255813,Power distribution unit,100093,EGS-Ground,Essential,9,EA,1152865.81,10375792.3,USD,2026-03-20,2025-11-07,2026-03-20,0,,Delivered
45104376,00010,NSN-4558-458521,Pad water deluge nozzle,100022,SR1-Freedom,Essential,26,EA,1031884.42,26828994.92,USD,2026-06-20,2026-01-31,2026-06-20,0,,Open
45104377,00010,NSN-8798-158840,Ground command toolkit,100068,Artemis-3,Essential,1,EA,1648346.29,1648346.29,USD,2026-01-10,2025-11-05,2026-05-14,124,,Delivered
45104378,00010,NSN-4056-567429,Space-grade DC-DC converter,100091,Artemis-3,Critical,11,EA,5013873.15,55152604.65,USD,2026-11-11,2025-12-01,2027-01-11,61,,Open-Late
45104379,00010,NSN-8464-425469,Turbopump impeller,100038,Moon-Base,Routine,25,LOT,746648.33,18666208.31,USD,2025-10-29,2025-10-08,2025-11-20,22,,Delivered
45104380,00010,NSN-5846-350675,Connector backshell,100062,Artemis-3,Essential,32,SET,464484.03,14863489.02,USD,2026-05-01,2026-03-13,2026-05-01,0,,Delivered
45104381,00010,NSN-5467-256574,Cryo valve assembly,100030,EGS-Ground,Critical,20,LOT,932226.83,18644536.52,USD,2026-04-10,2025-10-14,2026-04-10,0,,Delivered
45104382,00010,NSN-2595-657101,Inertial measurement unit,100062,Artemis-3,Essential,9,EA,2362299.19,21260692.68,USD,2026-02-11,2025-10-20,2026-05-10,88,,Delivered
45104383,00010,NSN-9196-685864,Heat-pipe radiator panel,100002,SR1-Freedom,Routine,16,SET,385096.88,6161550.07,USD,2026-06-03,2026-05-02,2026-06-03,0,,Delivered
45104384,00010,NSN-6727-127965,Mobile launcher umbilical,100002,Gateway,Essential,39,EA,2363550.72,92178477.92,USD,2026-09-21,2026-04-01,2026-09-21,0,,Open
45104385,00010,NSN-8577-922072,Connector backshell,100102,Artemis-3,Routine,9,EA,416931.29,3752381.6,USD,2026-01-23,2025-12-28,2026-01-23,0,,Delivered
45104386,00010,NSN-3093-802667,Connector backshell,100055,Gateway,Routine,35,EA,408043.2,14281512.02,USD,2026-04-18,2026-03-01,2026-04-18,0,,Delivered
45104387,00010,NSN-2015-756190,Solar array wing,100096,Moon-Base,Essential,15,SET,370609.2,5559138.02,USD,2026-04-19,2026-02-26,2026-04-19,0,,Delivered
45104388,00010,NSN-8642-228473,Ablative TPS tile,100103,Artemis-3,Essential,36,LOT,2284893.34,82256160.29,USD,2026-02-02,2025-11-13,2026-02-02,0,,Delivered
45104389,00010,NSN-7631-990136,Flight software license,100049,Artemis-3,Routine,13,EA,252140.22,3277822.91,USD,2026-04-18,2026-03-21,2026-04-18,0,,Delivered
45104390,00010,NSN-3773-466704,Li-ion battery module,100066,Moon-Base,Essential,2,EA,456343.53,912687.05,USD,2026-04-23,2026-01-31,2026-04-23,0,,Delivered
45104391,00010,NSN-6620-779445,Flight computer module,100083,EGS-Ground,Critical,15,LOT,1354758.21,20321373.21,USD,2026-07-22,2025-12-30,2026-07-22,0,,Open
45104392,00010,NSN-9618-670511,Combustion chamber liner,100066,SR1-Freedom,Essential,40,EA,1886762.05,75470482.17,USD,2026-04-23,2026-03-04,2026-04-23,0,,Delivered
45104393,00010,NSN-3773-466704,Li-ion battery module,100087,Moon-Base,Essential,38,EA,482809.75,18346770.62,USD,2026-05-22,2026-03-01,2026-05-22,0,,Delivered
45104394,00010,NSN-1877-206176,Al-Li dome gore,100039,EGS-Ground,Essential,30,EA,825237.85,24757135.47,USD,2026-08-30,2026-04-03,2026-09-04,5,,Open-Late
45104395,00010,NSN-4750-807053,Cryo valve assembly,100063,Artemis-3,Routine,31,EA,506117.43,15689640.42,USD,2026-02-28,2026-01-04,2026-05-15,76,,Delivered
45104396,00010,NSN-9504-648513,Connector backshell,100072,Moon-Base,Routine,19,SET,440824.27,8375661.12,USD,2026-05-06,2026-03-18,2026-05-06,0,,Delivered
45104397,00010,NSN-6533-673896,Solar array wing,100110,SR1-Freedom,Essential,23,SET,142067.74,3267557.94,USD,2026-07-13,2026-01-25,2026-07-13,0,,Open
45104398,00010,NSN-3662-866634,Connector backshell,100109,Artemis-3,Essential,5,LOT,2410265.41,12051327.04,USD,2026-03-02,2025-11-30,2026-07-23,143,X,Open-Late
45104399,00010,NSN-4513-633036,Combustion chamber liner,100009,SR1-Freedom,Essential,40,EA,2330587.28,93223491.18,USD,2026-06-15,2026-04-18,2026-06-15,0,,Open
45104400,00010,NSN-3250-310026,Titanium thrust bracket,100095,Moon-Base,Essential,11,SET,1982101.03,21803111.37,USD,2026-04-22,2025-11-11,2026-04-22,0,,Delivered
45104401,00010,NSN-9447-886224,Ground command toolkit,100104,EGS-Ground,Essential,13,EA,6477.08,84201.98,USD,2026-09-08,2026-03-31,2026-10-24,46,,Open-Late
45104402,00010,NSN-9238-158104,Flight software license,100074,Moon-Base,Routine,27,EA,295816.72,7987051.56,USD,2025-12-19,2025-11-23,2025-12-19,0,,Delivered
45104403,00010,NSN-1674-965322,Connector backshell,100003,Artemis-3,Routine,39,LOT,554479.51,21624700.99,USD,2026-03-03,2026-01-14,2026-03-03,0,,Delivered
45104404,00010,NSN-3315-828834,Pad water deluge nozzle,100029,EGS-Ground,Routine,26,EA,40164.23,1044270.04,USD,2026-05-26,2026-04-12,2026-05-26,0,,Delivered
45104405,00010,NSN-8017-276831,Connector backshell,100093,Gateway,Critical,2,EA,2537315.44,5074630.87,USD,2026-08-07,2025-12-04,2026-09-11,35,,Open-Late
45104406,00010,NSN-1998-683761,Solar array wing,100018,SR1-Freedom,Routine,16,SET,871524.04,13944384.72,USD,2026-01-17,2025-12-06,2026-05-12,115,,Delivered
45104407,00010,NSN-2517-565330,Ablative TPS tile,100111,Artemis-3,Essential,3,LOT,2626490.55,7879471.64,USD,2026-09-20,2026-03-31,2026-09-20,0,,Open
45104408,00010,NSN-4742-876764,Turbopump impeller,100056,Gateway,Essential,35,EA,1101503.84,38552634.41,USD,2025-12-16,2025-10-29,2025-12-31,15,,Delivered
45104409,00010,NSN-4433-555786,Power distribution unit,100104,SR1-Freedom,Essential,40,EA,2366862.76,94674510.29,USD,2026-05-12,2026-03-17,2026-05-12,0,,Delivered
45104410,00010,NSN-8912-633025,Flight software license,100014,SR1-Freedom,Routine,29,LOT,350750.79,10171772.98,USD,2026-05-31,2026-04-08,2026-05-31,0,,Delivered
45104411,00010,NSN-2789-745584,Al-Li dome gore,100009,EGS-Ground,Routine,11,EA,177429.51,1951724.59,USD,2026-01-31,2026-01-21,2026-01-31,0,,Delivered
45104412,00010,NSN-1860-275741,Cryo valve assembly,100114,EGS-Ground,Essential,14,SET,567935.35,7951094.85,USD,2026-02-18,2025-10-19,2026-05-11,82,,Delivered
45104413,00010,NSN-6055-621530,Mobile launcher umbilical,100114,Moon-Base,Critical,2,EA,4306393.89,8612787.78,USD,2027-01-01,2026-02-14,2027-01-01,0,,Open
45104414,00010,NSN-4054-308535,Turbopump impeller,100093,EGS-Ground,Essential,22,SET,865858.14,19048879.16,USD,2026-06-08,2026-04-19,2026-06-08,0,,Delivered
45104415,00010,NSN-9697-626169,Rad-hard memory array,100005,Artemis-3,Routine,2,EA,603774.05,1207548.11,USD,2026-01-28,2025-11-30,2026-01-28,0,,Delivered
45104416,00010,NSN-5000-656968,Composite interstage panel,100031,EGS-Ground,Essential,27,LOT,2030027.54,54810743.71,USD,2026-03-14,2025-12-16,2026-03-14,0,,Delivered
45104417,00010,NSN-9543-416282,Inertial measurement unit,100117,Gateway,Essential,3,SET,1967863.41,5903590.24,USD,2026-01-02,2025-11-03,2026-01-26,24,,Delivered
45104418,00010,NSN-4115-751051,Heat-pipe radiator panel,100069,SR1-Freedom,Essential,6,SET,809458.6,4856751.62,USD,2026-04-02,2026-01-23,2026-06-12,71,,Open-Late
45104419,00010,NSN-4212-688426,Flight software license,100081,Artemis-3,Essential,36,EA,2177557.45,78392068.27,USD,2026-05-17,2026-01-29,2026-05-17,0,,Delivered
45104420,00010,NSN-7431-715519,Flight software license,100097,Artemis-3,Critical,5,LOT,8279608.59,41398042.95,USD,2026-10-08,2025-12-12,2026-10-08,0,,Open
45104421,00010,NSN-2143-389666,Al-Li dome gore,100026,Artemis-3,Routine,9,EA,696964.62,6272681.54,USD,2025-12-02,2025-10-06,2025-12-02,0,,Delivered
45104422,00010,NSN-9773-820442,Ground command toolkit,100027,SR1-Freedom,Routine,14,EA,309152.99,4328141.8,USD,2026-01-24,2025-12-18,2026-01-24,0,,Delivered
45104423,00010,NSN-6060-289019,Space-grade DC-DC converter,100006,Moon-Base,Routine,3,EA,107292.7,321878.11,USD,2026-05-14,2026-04-25,2026-09-03,112,,Open-Late
45104424,00010,NSN-1751-110142,Combustion chamber liner,100014,EGS-Ground,Routine,13,EA,248766.54,3233965.01,USD,2025-11-30,2025-11-01,2025-11-30,0,,Delivered
45104425,00010,NSN-2999-828361,Al-Li dome gore,100073,Moon-Base,Routine,20,LOT,652084.46,13041689.15,USD,2025-12-07,2025-11-04,2026-02-10,65,,Delivered
45104426,00010,NSN-3303-600646,Titanium thrust bracket,100086,Moon-Base,Essential,15,EA,1341667.46,20125011.94,USD,2026-04-17,2026-03-02,2026-04-17,0,,Delivered
45104427,00010,NSN-7382-296481,Composite interstage panel,100017,Artemis-3,Essential,9,SET,959083.82,8631754.35,USD,2026-07-21,2026-03-18,2026-09-12,53,,Open-Late
45104428,00010,NSN-3949-852037,Inertial measurement unit,100102,SR1-Freedom,Essential,39,EA,1525425.13,59491580.23,USD,2026-09-16,2026-05-17,2026-09-16,0,,Open
45104429,00010,NSN-1369-187649,MLI blanket set,100115,Moon-Base,Essential,30,LOT,1497531.47,44925944.09,USD,2026-04-11,2026-02-03,2026-04-11,0,,Delivered
45104430,00010,NSN-3317-466813,Cryo valve assembly,100027,SR1-Freedom,Essential,33,SET,910634.58,30050941.07,USD,2026-04-19,2026-01-31,2026-04-19,0,,Delivered
45104431,00010,NSN-8452-586288,Inertial measurement unit,100053,Gateway,Routine,6,EA,559492.22,3356953.3,USD,2026-04-12,2026-02-14,2026-04-12,0,,Delivered
45104432,00010,NSN-4939-694223,Al-Li dome gore,100005,Moon-Base,Routine,18,EA,608556.51,10954017.26,USD,2026-03-10,2026-02-07,2026-03-10,0,,Delivered
45104433,00010,NSN-7512-593821,Power distribution unit,100072,Gateway,Essential,21,SET,498586.46,10470315.6,USD,2026-03-05,2025-12-27,2026-03-05,0,,Delivered
45104434,00010,NSN-2353-862400,Solar array wing,100082,Artemis-3,Essential,30,EA,279339.24,8380177.19,USD,2026-07-31,2026-05-01,2026-07-31,0,,Open
45104435,00010,NSN-7367-575679,Al-Li dome gore,100063,Moon-Base,Essential,38,EA,2516957.7,95644392.63,USD,2026-08-17,2026-03-18,2026-08-17,0,,Open
45104436,00010,NSN-5831-121053,Flight computer module,100080,Gateway,Essential,7,EA,433974.31,3037820.2,USD,2026-03-02,2025-12-29,2026-03-02,0,,Delivered
45104437,00010,NSN-6747-658136,RAD-hard FPGA board,100116,Artemis-3,Essential,37,EA,733460.27,27138030.13,USD,2026-01-24,2025-10-28,2026-01-24,0,,Delivered
45104438,00010,NSN-7467-362035,Ground command toolkit,100085,SR1-Freedom,Critical,9,EA,3516485.24,31648367.12,USD,2026-08-24,2025-10-09,2026-10-03,40,,Open-Late
45104439,00010,NSN-8728-655149,Flight computer module,100074,Moon-Base,Essential,12,EA,1495864.88,17950378.59,USD,2026-05-07,2026-01-23,2026-07-23,77,,Open-Late
45104440,00010,NSN-7814-961957,Space-grade DC-DC converter,100029,SR1-Freedom,Essential,34,EA,1883707.02,64046038.52,USD,2026-04-12,2025-12-20,2026-04-12,0,,Delivered
45104441,00010,NSN-8538-972442,Composite interstage panel,100063,Moon-Base,Routine,30,SET,358030.65,10740919.63,USD,2026-04-15,2026-03-12,2026-06-04,50,,Delivered
45104442,00010,NSN-3897-428638,Space-grade DC-DC converter,100023,Moon-Base,Essential,4,EA,1623893.53,6495574.11,USD,2026-09-01,2026-03-25,2026-09-01,0,,Open
45104443,00010,NSN-6432-603268,Al-Li dome gore,100092,SR1-Freedom,Essential,15,LOT,526270.63,7894059.49,USD,2026-07-23,2026-03-22,2026-09-02,41,,Open-Late
45104444,00010,NSN-3960-223264,Solar array wing,100050,SR1-Freedom,Routine,34,SET,365952.04,12442369.36,USD,2026-05-16,2026-03-31,2026-05-16,0,,Delivered
45104445,00010,NSN-2415-998043,Cryo valve assembly,100111,Moon-Base,Essential,34,SET,764483.6,25992442.25,USD,2026-05-18,2026-02-15,2026-05-18,0,,Delivered
45104446,00010,NSN-2044-667451,Rad-hard memory array,100102,Gateway,Routine,7,EA,143048.14,1001337.0,USD,2026-04-23,2026-04-14,2026-04-23,0,,Delivered
45104447,00010,NSN-5009-876513,Flight computer module,100086,SR1-Freedom,Critical,1,EA,1060471.57,1060471.57,USD,2027-05-04,2026-05-25,2027-08-15,103,,Open-Late
45104448,00010,NSN-3658-289630,Titanium thrust bracket,100015,Artemis-3,Routine,12,EA,521729.9,6260758.82,USD,2025-12-24,2025-12-15,2025-12-24,0,,Delivered
45104449,00010,NSN-8438-637566,Cryo transfer line,100068,Artemis-3,Routine,1,EA,262647.9,262647.9,USD,2026-06-19,2026-05-17,2026-06-19,0,,Open
45104450,00010,NSN-6771-689593,Cryo valve assembly,100070,EGS-Ground,Essential,28,SET,707770.11,19817563.03,USD,2026-06-13,2026-01-13,2026-06-13,0,,Open
45104451,00010,NSN-9148-409963,RAD-hard FPGA board,100019,SR1-Freedom,Essential,28,LOT,1795099.04,50262772.98,USD,2026-03-30,2025-11-02,2026-03-30,0,,Delivered
45104452,00010,NSN-1860-275741,Cryo valve assembly,100007,EGS-Ground,Essential,17,SET,549354.19,9339021.23,USD,2026-06-24,2026-02-22,2026-06-24,0,,Open
45104453,00010,NSN-7512-781403,Connector backshell,100015,Gateway,Critical,33,EA,6248240.16,206191925.36,USD,2026-11-11,2026-01-27,2027-03-13,122,X,Open-Late
45104454,00010,NSN-6434-938373,MLI blanket set,100099,SR1-Freedom,Routine,4,SET,298923.33,1195693.34,USD,2026-04-12,2026-03-27,2026-04-12,0,,Delivered
45104455,00010,NSN-1410-749641,Mobile launcher umbilical,100059,SR1-Freedom,Routine,16,SET,499492.62,7991881.98,USD,2025-12-20,2025-11-04,2025-12-20,0,,Delivered
45104456,00010,NSN-3234-579975,Rad-hard memory array,100072,Moon-Base,Routine,40,LOT,26773.17,1070926.62,USD,2026-05-31,2026-05-12,2026-05-31,0,,Delivered
45104457,00010,NSN-8581-708519,Telemetry decoder,100096,Moon-Base,Essential,14,SET,993785.95,13913003.31,USD,2026-08-20,2026-03-13,2026-08-20,0,,Open
45104458,00010,NSN-9015-507652,Heat-pipe radiator panel,100012,Gateway,Critical,30,EA,7793555.91,233806677.36,USD,2027-02-22,2026-01-22,2027-02-22,0,,Open
45104459,00010,NSN-3630-996677,Space-grade DC-DC converter,100037,SR1-Freedom,Essential,10,EA,2047498.44,20474984.37,USD,2026-05-29,2025-12-06,2026-05-29,0,,Delivered
45104460,00010,NSN-7302-994787,MLI blanket set,100036,EGS-Ground,Essential,34,EA,681133.16,23158527.57,USD,2026-03-23,2025-11-01,2026-07-25,124,,Open-Late
45104461,00010,NSN-4327-285197,Power distribution unit,100054,Gateway,Essential,19,EA,2740531.59,52070100.29,USD,2026-03-05,2025-12-02,2026-03-20,15,,Delivered
45104462,00010,NSN-1324-531762,Rad-hard memory array,100104,Artemis-3,Critical,24,LOT,2590400.04,62169600.94,USD,2026-06-03,2025-10-25,2026-06-03,0,,Delivered
45104463,00010,NSN-1726-469412,Titanium thrust bracket,100114,Moon-Base,Essential,31,EA,2364788.34,73308438.68,USD,2026-03-27,2025-10-15,2026-05-05,39,,Delivered
45104464,00010,NSN-5890-817659,Power distribution unit,100025,Artemis-3,Critical,10,EA,6875729.76,68757297.61,USD,2026-05-31,2025-12-30,2026-05-31,0,,Delivered
45104465,00010,NSN-1410-749641,Mobile launcher umbilical,100104,SR1-Freedom,Routine,22,SET,574918.36,12648203.9,USD,2026-01-08,2025-11-23,2026-01-08,0,,Delivered
45104466,00010,NSN-9673-857273,RAD-hard FPGA board,100035,Gateway,Essential,14,EA,2263238.86,31685344.01,USD,2025-12-20,2025-11-01,2026-02-06,48,,Delivered
45104467,00010,NSN-1310-562462,Ablative TPS tile,100030,Gateway,Essential,38,LOT,1141354.56,43371473.32,USD,2026-09-30,2026-05-03,2027-01-03,95,X,Open-Late
45104468,00010,NSN-2143-389666,Al-Li dome gore,100062,Artemis-3,Routine,7,EA,597798.23,4184587.61,USD,2026-01-29,2025-12-03,2026-01-29,0,,Delivered
45104469,00010,NSN-9920-776149,Space-grade DC-DC converter,100046,Gateway,Essential,9,EA,219546.79,1975921.09,USD,2026-03-10,2025-11-15,2026-06-09,91,,Open-Late
45104470,00010,NSN-4212-688426,Flight software license,100100,Artemis-3,Essential,29,EA,2260332.8,65549651.07,USD,2026-07-03,2026-03-17,2026-07-03,0,,Open
45104471,00010,NSN-5489-197874,Al-Li dome gore,100071,Moon-Base,Routine,17,EA,36678.17,623528.97,USD,2026-04-20,2026-03-21,2026-08-02,104,,Open-Late
45104472,00010,NSN-2161-113721,Ablative TPS tile,100013,Gateway,Routine,21,EA,669195.09,14053096.84,USD,2026-05-20,2026-03-21,2026-05-20,0,,Delivered
45104473,00010,NSN-5950-810091,Pad water deluge nozzle,100037,Artemis-3,Essential,10,LOT,1398548.89,13985488.93,USD,2026-03-26,2026-01-14,2026-03-26,0,,Delivered
45104474,00010,NSN-3234-883028,Ablative TPS tile,100040,Artemis-3,Essential,14,EA,1711652.52,23963135.28,USD,2026-05-21,2026-01-21,2026-05-21,0,,Delivered
45104475,00010,NSN-1990-747847,Space-grade DC-DC converter,100013,EGS-Ground,Essential,26,EA,1270233.95,33026082.77,USD,2026-08-01,2026-02-13,2026-10-27,87,,Open-Late
45104476,00010,NSN-7606-483713,Connector backshell,100034,Artemis-3,Critical,40,LOT,683600.86,27344034.5,USD,2026-07-22,2026-02-26,2026-07-22,0,,Open
45104477,00010,NSN-6993-441819,Titanium thrust bracket,100056,EGS-Ground,Critical,13,EA,7103097.08,92340262.07,USD,2026-05-01,2025-11-04,2026-07-16,76,,Open-Late
45104478,00010,NSN-1916-274421,Al-Li dome gore,100065,EGS-Ground,Essential,4,EA,1955229.46,7820917.82,USD,2026-09-20,2026-03-27,2026-09-20,0,,Open
45104479,00010,NSN-2608-307007,Li-ion battery module,100112,Moon-Base,Routine,11,LOT,91899.94,1010899.39,USD,2026-03-09,2026-02-08,2026-03-09,0,,Delivered
45104480,00010,NSN-8944-289592,Ablative TPS tile,100040,EGS-Ground,Routine,3,EA,651994.91,1955984.74,USD,2026-05-24,2026-05-12,2026-05-24,0,,Delivered
45104481,00010,NSN-9084-349433,Inertial measurement unit,100021,SR1-Freedom,Critical,14,EA,5497851.78,76969924.98,USD,2026-12-30,2026-01-01,2027-04-15,106,,Open-Late
45104482,00010,NSN-6641-911801,Li-ion battery module,100010,Gateway,Routine,12,EA,629060.56,7548726.68,USD,2026-02-03,2025-12-11,2026-02-03,0,,Delivered
45104483,00010,NSN-4056-567429,Space-grade DC-DC converter,100091,Artemis-3,Critical,19,EA,4200686.72,79813047.72,USD,2027-03-29,2026-04-18,2027-03-29,0,,Open
45104484,00010,NSN-5205-925250,Rad-hard memory array,100004,Gateway,Critical,20,SET,6563604.92,131272098.39,USD,2026-05-18,2026-01-18,2026-05-29,11,,Delivered
45104485,00010,NSN-7837-582860,Combustion chamber liner,100068,Artemis-3,Routine,33,EA,220638.94,7281084.9,USD,2026-06-02,2026-05-25,2026-07-15,43,,Open-Late
45104486,00010,NSN-6185-372273,Telemetry decoder,100046,Gateway,Essential,24,SET,1273030.8,30552739.09,USD,2026-07-11,2026-04-24,2026-07-11,0,,Open
45104487,00010,NSN-8872-693047,Space-grade DC-DC converter,100045,Artemis-3,Essential,19,LOT,1215908.55,23102262.39,USD,2026-08-30,2026-03-17,2026-11-23,85,X,Open-Late
45104488,00010,NSN-7302-994787,MLI blanket set,100113,EGS-Ground,Essential,17,EA,731388.84,12433610.23,USD,2026-02-26,2025-10-07,2026-02-26,0,,Delivered
